/generic_texts/(.... wav)	character	text	
recetaCaperucita4_5	Mujer	Con la mezcla se hacen bolitas. ¡Listo! Podés cubrir las bolitas con cacao en polvo, coco rallado o granas de colores.	
elegi_disfraz_lobo	Hombre	Para engañar a Caperucita, el lobo se disfrazó de la abuelita. ¿Qué ropa se puso?	
toca_lo	Mujer	¡Juguemos con los sonidos! Escuchá las palabras y tocá todos los dibujos que empiezan como lobo.	
unir_palabras_iguales	Hombre	¡Juguemos con los sonidos! ¿Qué palabras empiezan igual? Tocá para escuchar las palabras y uní las que empiezan igual.	
chico_multiple	Hombre	¡Juguemos con los sonidos! ¿Qué palabras empiezan igual?	
laberinto_lobo_2	Mujer	Llevá al lobo a la casa de la abuelita.	
escuchar_completar_caperucita	Hombre	¡Juguemos con los sonidos! Escuchá las palabras y decí otra que empiece igual.	
escuchar_completar_caperucita_oscarcito	Oscarcito	Caperucita, cama, ca....	
caperucita_6	Mujer	¿Cómo es el lobo?	
juego_lobo	Hombre	Ahora que aprendiste la canción podés jugar al juego del lobo. Una persona hace del lobo que se va poniendo la ropa. Los demás le van preguntando “¿Lobo está?”. Cuando el lobo está listo sale a perseguir a los otros jugadores para atraparlos.	
laberinto_lobo	Hombre	¿Dónde está el lobo? El lobo se escondió en el bosque para que el cazador no lo atrape. Ayudá al cazador a encontrar al lobo.	
zapalloGigante1_1	Mujer	En el cuento Don Bustos y su familia vivían en un pueblo, Troncón Robusto.	Material de Actividades Cuento 5
zapalloGigante1_2	Mujer	¿Cómo era el pueblo Troncón Robusto?	
zapalloGigante1_3	Mujer	¿Qué hacían por las tardes los vecinos en sus patios?	
zapalloGigante2_4	Mujer	Un día en el patio de Don Bustos creció un zapallo, pero no era un zapallo como cualquier otro.	
zapalloGigante2_5	Mujer	¿Qué tenía de especial ese zapallo?	
toca_verduras	Mujer	Tocá todas las verduras que veas.	
elegi_partes_plantas	Mujer	¿Cómo son las plantas que crecen en los patios de Troncón Robusto? Escuchá y tocá la parte que corresponda.	
raiz	Mujer	Tocá las raices.	
tallo	Mujer	Tocá el tallo.	
hoja	Mujer	Tocá la hoja.	
flor	Mujer	Tocá la flor.	
canastaOscarcito_1	Mujer	¡Mira la canasta de verduras de Oscarcito! ¿Qué tiene dentro?	
toca_elementos_sopa	Mujer	¿Podés armar una canasta igual? Tocá todos los ingredientes para armar una canasta como la de Oscarcito	
zapalloGigante3_6	Mujer	Cuando el zapallo creció todos en la familia Bustos quisieron usarlo.	
zapalloGigante3_7	Mujer	¿Te acordás qué quería hacer Pedrito Bustos?	
zapalloGigante3_8	Mujer	¿Y Mamá Bustos?	
zapalloGigante3_9	Mujer	¿Y Don Bustos?	
zapalloGigante3_10	Mujer	¿A vos qué te gustaría hacer con un zapallo gigante?	
zapalloGigante6_11	Mujer	¿Cómo hizo Don Bustos para llevar el zapallo a la feria?	
zapalloGigante6_12	Mujer	¿Cómo eran los vecinos que lo ayudaron?	
zapalloGigante4_13	Mujer	¿Qué dijeron los vecinos cuando vieron el zapallo?	
laberinto_feria	Mujer	Don Bustos tiene que llevar el zapallo gigante a la feria pero no sabe qué camino tomar, ayudalo a llegar a la feria.	
toca_verduras_cancion	Mujer	Tocá todas las verduras que nombra la canción.	
rompecabezas_zapallo_gigante	Mujer	Arma a Don Bustos regando su zapallo	
toca_empieza_acelga	Mujer	Tocá todo lo que empieza como acelga.	
zapalloGigante5_14	Mujer	En el cuento, cuando Don Bustos lleva el zapallo a la feria aparece un pícaro, ¿sabés qué es un pícaro?	
zapalloGigante5_15	Mujer	Un pícaro es una persona que engaña a otros.	
zapalloGigante5_16	Mujer	¿Cómo engañó el pícaro a Don Bustos?	
zapalloGigante5_17	Mujer	¿Qué le dijo para poder comer el zapallo?	
zapalloGigante5_18	Mujer	En el cuento de Caperucita el lobo engañó a Caperucita, ¿te acordás cómo la engañó?	
presentacionLoroUrielL1	Mujer	Un amigo de Oscarcito tiene una lora que se llama Uma. Uma habla un poco raro. Escuchala.	
tip_toca_la_imagenL2	Nasheli	¿Qué dibujo nombra Uma? Tocalo antes de que termine de nombrarlo.	
tip_repetir_loro	Nasheli	Hablamos como Uma. Repetí las palabras igual que la lora.	
loroUriel_5	Loro	Hoooooola	
loroUriel_6	Loro	Sssssssssoy Uuuuuma.	
loroUriel_7	Loro	Uuuuuma	
ordenar_zapallo_gigante	Mujer	Ordená el zapallo desde el más chico al más grande.	
toca_a	Mujer	Ahora vos, nombrá estos dibujos como la lora Uma y tocá los que empieza como aaazul	
contar_zapallos	Mujer	En la casa de Oscarcito también hay una planta de zapallo. Ayudalo a Oscarcito a contar cuántos zapallos hay en su planta y completá con el número que corresponda.	
presentacionLetraA_1	Loro	Aaaaaaaaacelga	
consigna_elegi_zapallo	Mujer	¿Qué hicieron Don Bustos, Mamá Bustos y los vecinos con el zapallo?	
presentacionLetraA_2	Loro	Aaaaaaaaa	
toca_palabra_acelga	Mujer	Tocá todo lo que comienza como acelga.	
toca_ajo	Mujer	Tocá todo lo que empieza como ajo.	
simon_zapallo_gigante	Nasheli	Voy a cocinar una sopa de verduras pero no se pueden poner todas las verduras al mismo tiempo. Tocá las verduras en el mismo orden.	
bichoBolita1_1	Hombre	¿Quién era Ramoncito?	Material de Actividades Cuento 6
bichoBolita1_2	Hombre	¿Dónde vivía?	
bichoBolita2_3	Hombre	¿Qué pasó cuando apareció un pájaro?	
bichoBolita3_4	Hombre	¿Por qué se quedó preocupado Ramoncito?	
bichoBolita3_5	Hombre	Para consolar a Ramoncito la mamá le mostró un juego que el papá había enseñado a los hermanos de Ramoncito: ¿Cómo era ese juego?	
bichoBolita4_6	Hombre	¿Para qué puede servirles a los bichos bolita ese juego?	
fraseBichoBolita_1	Hombre	Cada mañana, Ramoncito salía de su casa, que estaba debajo de las piedras, para saludar a los otros bichos y bichitos del jardín.	
fraseBichoBolita_2	Hombre	Aquel día pasó algo extraño. Apenas asomó la cabeza vió algo horrible: ¡un pájaro hambriento buscaba alimento entre las plantas! 	
fraseBichoBolita_3	Hombre	Y como los pájaros comen bichitos, ¡sus amigos estaban en peligro! Las langostas saltaron lejos, las mariposas, vaquitas de San Antonio y abejas volaron alto. 	
fraseBichoBolita_4	Hombre	Ramoncito le contó lo que había visto en el jardín esa mañana. Y después le dijo: "¡Mamá, todos escaparon del pájaro pero nosotros no podemos volar ni correr rápido ni saltar alto! ¿Cómo podemos escapar los bichos bolita de los pájaros hambrientos?	
fraseBichoBolita_5	Hombre	Ramoncito giró la cabeza y no pudo creer lo que sus ojos veían. Don Redondón perseguía a los pequeños bichitos bolita, pero si se acercaban mucho, ellos dejaban de caminar y se convertirían en una perfecta bolita gris que rodaba rapidísimo.	
bichoBolita2_7	Hombre	Cuando aparece el pájaro hambriento, los bichitos que estaban en el jardín se escaparon.	
bichoBolita5_8	Hombre	¿Te acordás cómo se escaparon las mariposas, las vaquitas de san antonio y las abejas?	
bichoBolita6_9	Hombre	El ciempiés ¿cómo se escapó?	
bichoBolita6_10	Hombre	¿Y las lombrices?	
bichoBolita7_11	Hombre	¿Qué hicieron las gatas peludas?	
uni_parte_animal	Hombre	Uní cada parte con el animal que corresponde.	
bichoBolita8_12	Hombre	En el cuento los bichos amigos de Ramoncito lograron escaparse del pájaro hambriento. Pero, igual, Ramoncito se quedó preocupado, ¿por qué?	
bichoBolita8_13	Hombre	Cuando Ramoncito le contó a su mamá que estaba preocupado porque no sabía cómo los bichos bolita podían escaparse frente a un peligro, su papá le mostró un juego que le había enseñado a sus hermanos.	
bichoBolita4_14	Hombre	¿Cómo se sintió Ramoncito cuando vio a qué estaban jugando? ¿Por qué?	
laberinto_bicho_bolita	Mujer	Vamos a ayudar al bicho bolita a escaparse del pájaro.	
bichoBolita1_15	Hombre	En el cuento aparecen muchos bichos, además del bicho bolita, hay abejas, mariposas, una gata peluda, una langosta y un ciempiés.	
bichoBolita1_16	Hombre	¿Qué otros bichos conocés?	
bichoBolita1_17	Hombre	¿Cómo son esos bichos?	
insectoAlimento_1	Hombre	Los bichos bolita comen raíces, hojas, flores y frutos de las plantas.	
insectoAlimento_2	Hombre	Les gustan las plantas húmedas, las que tienen agua.	
insectoAlimento2_3	Hombre	Las abejas también se alimentan de las plantas, de un juguito que hay en las flores que se llama néctar.	
insectoAlimento3_4	Hombre	Los ciempiés, en cambio, no comen plantas, comen otros bichos.	
toca_palabras_o	Mujer	Tocá todo lo que empieza como Oscarcito.	
toca_palabras_a	Mujer	Tocá todo lo que empieza como abeja.	
elegi_bicho_bolita	Hombre	Los bichos que aparecen en el cuento se mueven de distinta manera para escaparse. ¿Cómo se mueve cada uno?	
elegi_estados_bicho_bolita	Hombre	¿Cómo está Ramoncito? ¿Está contento, asustado o preocupado?	
presentacionLetraO_1	Loro	Oooooscarcito	
presentacionLetraO_2	Loro	Ooooooooo	
posiciones_bichos_1	Hombre	Escuchá muy bien dónde están los bichos y prestá mucha atención.	
posiciones_bichos_2	Hombre	Abajo hay 2 bichos bolita	
posiciones_bichos_3	Mujer	Arriba hay 1 bicho bolita enroscado y otro estirado	
posiciones_bichos_4	Hombre	1 mariposa y 1 una gata peluda están apoyadas en la piedra	
posiciones_bichos_5	Hombre	Hay 3 mariposas volando	
posiciones_bichos_6	Hombre	Ahora escuchá estas preguntas y tocá el bicho que corresponde	
bicho_bolita-posicion	Hombre	¿Quién está debajo de la piedra?	
gata_peluda-posicion	Hombre	¿Quién está arriba de la piedra	
mariposa-posicion	Hombre	¿Quién estába volando?	
bichoBolita1_18	Mujer	¿Qué bichos te gustan?	
bichoBolita1_19	Mujer	¿Qué bichos te dan miedo?	
uni_insecto_alimento	Hombre	Uní al bicho bolita, al ciempiés y a la abeja con lo que se alimenta cada uno.	
zorroHornero1_1	Mujer	En este cuento, nuevamente hay un zorro hambriento.	Material de Actividades Cuento 7
zorroHornero1_2	Mujer	¿A quién se quiere comer?	
zorroHornero2_3	Mujer	¿Qué hicieron los otros pájaros para ayudar al hornero?	
zorroHornero3_4	Mujer	¿Cómo se sintió el zorro al escuchar a los otros pájaros?	
zorroHornero4_5	Mujer	¿Qué hizo el hornero para lograr que el zorro lo suelte?	
zorroHornero5_6	Mujer	¿Cómo termina la historia?	
elegi_quien_hace	Mujer	¿Quién hace estas cosas?	
zorroHornero3_7	Mujer	En el cuento, el zorro se va sintiendo cada vez más enojado.	
zorroHornero3_8	Mujer	¿Te acordás por qué se enojó primero?	
zorroHornero6_9	Mujer	Y al final del cuento, ¿por qué pensás que se sentía tan enojado?	
zorroHornero4_10	Mujer	El cuento dice que el hornero “es más vivo que el zorro”.	
zorroHornero4_11	Mujer	¿Por qué el hornero es “vivo”?	
zorroHornero4_12	Mujer	¿Cómo logra engañar al zorro?	
zorroHornero7_13	Mujer	En el cuento “El zapallo gigante” también hay un personaje que logra engañar a otro.	
zorroHornero7_14	Mujer	¿Quién es ese personaje?	
zorroHornero7_15	Mujer	¿Te acordás cómo fue ese engaño?	
uni_opuestos	Mujer	Escuchá la palabra. Uní la palabra con su opuesto	
laberinto_zorro_hornero	Mujer	Llevá al Hornero a la rama con los otros pájaros.	
fiesta1_1	Mujer	Los pajaritos se pusieron muy contentos cuando el hornero se escapó: hicieron una fiesta, revolotearon y cantaron.	
fiesta2_2	Mujer	¿Alguna vez hiciste o participaste de una fiesta? ¿Cómo fue?	
fiesta2_3	Mujer	¿Qué cosas pasaron en esa fiesta?	
toca_e	Mujer	Oscarcito le contó el cuento a su amigo Eduardo, que vino de visita. Tocá todas las palabras que empiezan como Eeeeeeduardo, con “Eeeeee”.	
toca_diferente	Mujer	¡En este grupo de personajes hay uno que no corresponde!	
zorroHornero1_16	Mujer	¿Te acordás qué estaba haciendo el hornerito cuando se encontró con el zorro?	
zorroHornero1_17	Mujer	¿Qué estaba agarrando el hornero para construir su nido?	
zorroHornero1_18	Mujer	¿Quiénes construyen las casas de las personas?	
hornero1_1	Mujer	A los horneros también se los llama “pájaros albañiles” porque son muy hábiles para construir sus nidos.	
hornero2_2	Mujer	Estos pájaros juntan barro, piedritas, ramitas y pasto y los van mezclando hasta lograr una masa resistente.	
hornero3_3	Mujer	Con el pico, le van dando forma circular.	
hornero2_4	Mujer	Por dentro, el nido tiene una pared que separa la entrada del lugar donde la hembra pondrá los huevos y se criarán los pichones.	
hornero1_5	Mujer	Tanto la hembra como el macho trabajan juntos para construir su nido.	
toca_palabra_termina_e	Mujer	Tocá todo lo que termine como nube	
toca_circulos	Mujer	Tocá todos los objetos que sean circulares como el nido de los horneros	
risaPajaros1_1	Mujer	En el cuento las aves organizaron una carrera.	Material de Actividades Cuento 8
risaPajaros4_2	Mujer	¿Quiénes jugaron la carrera?	
risaPajaros6_3	Mujer	¿Quién ganó?	
risaPajaros6_4	Mujer	¿Por qué?	
ñandu_1	Mujer	El ñandú es un ave. Tiene plumas, pico y nace de un huevo, es ovíparo.	
ñandu_2	Mujer	Aunque tiene alas, no puede volar. Tiene patas largas y fuertes para correr.	
ñandu_3	Mujer	Su cuello o cogote es largo; tiene una cabeza pequeña y un pico fuerte.	
risaPajaros3_5	Mujer	Todas las aves sintieron miedo al ver al ñandú.	
risaPajaros3_6	Mujer	¿Por qué sintieron miedo?	
risaPajaros3_7	Mujer	¿A vos, algún animal te da miedo? ¿Cuál?	
risaPajaros3_8	Mujer	¿Por qué?	
uni_pajaro_nido	Mujer	El pajarito y el ñandú empollan huevos en sus nidos. Se sientan sobre los huevos para darles calor hasta que nazcan los pichones. ¿Cuál es el nido del pajarito? ¿Cuál es el nido del ñandú?	
risaPajaros1_9	Mujer	En el cuento, las aves juegan a la carrera.	
risaPajaros1_10	Mujer	¿A vos, a qué te gusta jugar?	
risaPajaros1_11	Mujer	¿Con quiénes jugás? ¿Dónde?	
risaPajaros1_12	Mujer	¿Cómo se juega a tu juego favorito?	
risaPajaros6_13	Mujer	Cuando el ñandú del cuento llegó a la meta, los pajaritos se rieron.	
risaPajaros6_14	Mujer	¿Por qué comenzaron a reírse?	
risaPajaros6_15	Mujer	¿A vos, qué cosas te hacen reír?	
ñandu_intro	Mujer	En el cuento hay un ñandú. ¿Querés conocer más sobre el ñandú?	
rompecabezas_risa_pajaros	Mujer	El ñandú es un ave muy grande. Armá el rompecabezas del ñandú para ver lo grande que es.	
laberinto_ñandu	Mujer	Ayudá al ñandú a llegar a la meta.	
laberinto_pajarito	Mujer	Ayudá al pajarito a ir desde la línea de salida hasta la meta.	
toca_termina_a	Mujer	Tocá todo lo que termina como Ala	
ordenar_risa_pajaros	Mujer	¿Cómo se juega a la carrera? Ordená los pasos para jugar	
ordenar_risa_pajaros_1	Mujer	Los competidores se colocan en la línea de largada	
ordenar_risa_pajaros_2	Mujer	Se da la orden de largada	
ordenar_risa_pajaros_3	Mujer	Los competidores corren	
ordenar_risa_pajaros_4	Mujer	Gana el primero que llega a la meta	
unir_animales_sonido	Mujer	Los pajaritos silban. ¿Qué otros sonidos hacen los animales? Uní cada animal con el sonido que hace.	
pajaro-silba	Mujer	el pájaro silba	
gato-maulla	Mujer	el gato maulla	
perro-ladra	Mujer	el perro ladra	
rana-croa	Mujer	la rana croa	
gallina-cacarea	Mujer	la gallina cacarea	
toca_r	Mujer	Tocá todo lo que empieza como ratón.	
presentacionLetraR_1	Mujer	Rrrrrrrrrrrrrrratón	
presentacionLetraR_2	Mujer	RRRRRRRRRRRRRRRRRR	
memotest-aves	Mujer	¿Qué hacen las aves? Juga al memotest	
aves-volar	Mujer	Volar	
aves-empollar	Mujer	empollar	
aves-correr	Mujer	correr	
aves-picotear	Mujer	picotear	
aves-silbar	Mujer	silbar	
toca_aves	Mujer	Tocá todas las aves.	
pedroGlobo1_1	Mujer	¿Con quién se encontró Pedro en la plaza?	Material de Actividades Cuento 9
pedroGlobo2_2	Mujer	¿Qué hacía el payaso?	
pedroGlobo3_3	Mujer	¿Qué pasó cuando Pedro tomó el globo?	
pedroGlobo4_4	Mujer	¿Cómo hizo Pedro para volver a la plaza?	
pedroGlobo1_5	Mujer	A Pedro le gusta mucho ir a la plaza, ¿a vos te gusta?	
pedroGlobo1_6	Mujer	¿Hay alguna plaza cerca de tu casa?	
pedroGlobo1_7	Mujer	En la plaza de Pedro hay toboganes, hamacas y subibajas. También hay juegos en los patios de los jardines de infantes.	
pedroGlobo1_8	Mujer	¿Hay juegos en las plazas que conocés o en tu jardín de infantes?	
toca_cosas_plaza	Mujer	Tocá todas las cosas que puede haber en una plaza.	
pedroGlobo2_9	Mujer	¿Qué globo tomó Pedro?	
pedroGlobo2_10	Mujer	¿Por qué el payaso le preguntó si se animaba a pasear con el globo?	
pedroGlobo2_11	Mujer	¿Qué tenía de especial ese globo?	
pedroGlobo7_12	Mujer	En el cuento “La risa de los pájaros” cuando apareció el ñandú para jugar la carrera los otros pájaros se asustaron.	
pedroGlobo7_13	Mujer	Pero un pájaro, como Pedro, se animó a competir contra el ñandú.	
pedroGlobo7_14	Mujer	¿Te acordás qué pájaro era?	
pedroGlobo7_15	Mujer	¿Vos te animarías a pasear con un globo que te lleve a volar?	
pedroGlobo7_16	Mujer	¿En qué se parece el globo a un pájaro?	
pedroGlobo7_17	Mujer	¿Por qué el pájaro blanco estaba asombrado?	
toca_cosas_vuelan	Mujer	Tocá todas las cosas que vuelan	
uni_estados_pedro_globo	Mujer	¿Cómo estaban Pedro, el gato y el pájaro blanco?¿Por qué? Uní cada personaje con la carita que corresponda.	
preguntaPoesia_1	Mujer	¿Te gustó la canción? ¿De qué colores se pinta la ciudad en primavera?	
pedro_globo_18	Oscarcito	¿Cuántos globos agarró Pedro?	
laberinto_pedro_globo	Mujer	Ayudá a Pedro a volver a la plaza.	
pedro_globo_19	Uriel	Uuuuuuno	
loroPresentacionL1U_1	Oscarcito	¡Uuuuuno empieza como tu nombre Uma! Y el mío empieza como ocho, escuchá Oooooscarcito, oooooocho.	
rompecabezas_pedro_globo	Mujer	En "El Zapallo Gigante" aprendimos cómo se llaman las partes de una planta, ¿ahora te animás a formar un rompecabezas con las partes de un árbol?	
toca_objetos_cuento	Mujer	Tocá todo lo que fue encontrando Pedro en su viaje	
toca_u	Loro	Tocá todo lo que empiece como uuuvas.	
instruccionesGlobo_1	Mujer	¿Alguna vez inflaste un globo? Escuchá los pasos que se necesitan para inflar un globo y ordenalos.	
instruccionesGlobo_2	Mujer	Estirá el globo para que sea más fácil inflarlo	
instruccionesGlobo_3	Mujer	Poné la boca en el agujero del globo y soplá para que se llene de aire	
instruccionesGlobo_4	Mujer	Cerrá con un nudo el agujero del globo para que no se escape el aire	
instruccionesGlobo_5	Mujer	Atá un hilo al globo para poder llevarlo a pasear	
presentacionLetraU_1	Loro	Uuuuuuuvas	
presentacionLetraU_2	Loro	Uuuuuuuuuu	
uni_arboles_estaciones	Mujer	Uní la estación con la imagen que corresponda	
uni_ropa_clima	Mujer	En cada estación el clima también cambia. Uní la ropa que hay que usar con cada estación	
contar_pedro_globo	Mujer	El cielo se llenó de globos y barriletes. Contá cuántos globos y cuántos barriletes hay y completá con el número que corresponda	
diaPesca1_1	Mujer	En el cuento Pablito y su hermano van de pesca.	Material de Actividades Cuento 10
diaPesca1_2	Mujer	Se habían preparado mucho.	
diaPesca1_3	Mujer	¿Qué había hecho Juan para Pablito y qué le había enseñado?	
dia_pesca_4	Mujer	Cuando llegaron al río, ¿qué pescó Pablito?	
dia_pesca_5	Mujer	¿Qué hizo con las cosas que pescó?	
peces_1	Mujer	En el cuento, Pablito y su hermano sacaron un par de zapatos viejos y los peces siguieron nadando en el río.	
peces_2	Mujer	¿Que partes tienen los peces?	
peces_3	Mujer	Los peces tienen aletas para nadar	
peces_4	Mujer	Los peces tienen cola para guiarse	
peces_5	Mujer	Los peces tienen escamas para protegerse	
diaPesca1_6	Mujer	Antes de ir al río Juan le enseñó a pescar a Pablito y Pablito practicó mucho	
diaPesca1_7	Mujer	¿Cómo practicó Pablito?	
diaPesca2_8	Mujer	Cuando llegaron al río, Juan armó la caña, ¿cómo la armó?	
diaPesca2_9	Mujer	¿Qué hizo Pablito mientras Juan armaba la caña?	
diaPesca3_10	Mujer	¿Alguien de tu familia o algún amigo o amiga sabe pescar? Decile que te cuente cómo lo hace.	
ordenar_dia_pesca	Mujer	Ayudemos a Juan y a Pablito a armar la caña de pescar.	
ordenarPesca_1	Mujer	El carretel es parte de la caña de pescar donde se enrosca el hilo	
ordenarPesca_2	Mujer	El anzuelo es la parte de la caña de pescar en la que quedan enganchados los peces, tiene una boyita que queda flotando cuando ya se tiró el hilo al para pescar	
ordenarPesca_3	Mujer	La carnada se sostiene en el anzuelo, es un pedazo de carne, lombriz u otro bicho para atraer a los peces al anzuelo	
toca_peces	Mujer	Tocá todos los peces.	
diaPesca1_11	Mujer	La primera vez que Pablito tiró la caña al río, le pareció que había picado un pez, ¿cómo se sintió?	
diaPesca4_12	Mujer	Pero Pablito pescó un zapato, ¿cómo se sintió cuando lo vio?	
diaPesca4_13	Mujer	¿Cómo reaccionaron los otros pescadores?	
diaPesca5_14	Mujer	¿Qué hizo Pablito después?	
diaPesca5_15	Mujer	¿Qué pescó en los otros intentos?	
diaPesca5_16	Mujer	¿Por qué los otros pescadores se acercaban cada vez más?	
diaPesca6_17	Mujer	Al final, ¿qué se llevaron Pablito y Juan a su casa?	
diaPesca6_18	Mujer	¿Cómo consiguieron las cosas que se llevaron?	
unir_pez_color	Mujer	Escuchá el color y tocá el pez que corresponda.	
toca_partes_caña	Mujer	¿Cuáles son las partes de una caña de pescar? Tocá según corresponda.	
toca_partes_pez	Mujer	¿Cuáles son las partes del pez? Tocá la imagen según corresponda.	
saco_pablito_rio	Mujer	¿Qué sacó Pablito del río? 	
saco_pablito_rio_completo	Mujer	¿Qué llevó Pablito a su casa?	
elegi_dia_pesca	Mujer	Escuchá cómo está y se siente Pablito en los distintos momentos del cuento y tocá la imagen que corresponda.	
intro_rios	Mujer	En el cuento “Un día de pesca” Pablito y su hermano Juan van a pescar al río, ¿querés aprender sobre los ríos?	
rios1_1	Mujer	Un río es agua que corre por la tierra.	
rios3_2	Mujer	¿Cómo se forman los ríos? El agua de lluvia baja corriendo por las faldas de las montañas y forma arroyos.	
rios4_3	Mujer	Los arroyos se unen formando ríos. Los ríos desembocan en el mar.	
rios2_4	Mujer	En los ríos y los mares viven peces de distintos tipos y colores.	
rios2_5	Mujer	¿Hay algún río cerca de tu casa? ¿Fuiste alguna vez a pasear a un río?	
elegi_animales_dia_pesca	Mujer	Aprendimos mucho de animales. ¿Te animás a responder estas preguntas?	
barquitoPapel_1	Mujer	Cuando llueve y se junta un poco de agua se forman charcos en los caminos y en los campos.	
barquitoPapel_2	Mujer	Los charcos tienen poquita agua, no como los arroyos y los ríos.	
barquitoPapel_3	Mujer	Cuando deja de llover y antes de que se sequen, en los charcos se puede jugar, por ejemplo, se puede hacer navegar barquitos de papel.	
unir_estaciones_ropa	Mujer	Ayudá a Oscarcito a elegir qué usar para protegerse cuando hay mucho sol, cuando hace frío y cuando llueve	
armar_barquito	Mujer	Ahora te toca a vos hacer el barquito	
contar_dia_pesca	Mujer	¿Cuántos charquitos tiene que saltar Oscarcito para llegar a su casa?	
piratasCantores2_1	Mujer	El capitán pirata tenía un canario como mascota.	Material de Actividades Cuento 11
piratasCantores3_2	Mujer	¿Qué clase de canciones sabía el canario?	
piratasCantores9_3	Mujer	¿Qué pasaba cuando el canario cantaba canciones tristes?	
piratasCantores4_4	Mujer	¿Qué pasó con los cofres donde los piratas guardaban sus monedas?	
piratasCantores5_5	Mujer	¿Qué idea se le ocurrió al capitán pirata? ¿Funcionó esa idea?	
piratasCantores7_6	Mujer	¿Cómo ganaron dinero a partir de ese momento?	
elegi_piratas	Hombre	¿Cómo son los piratas y qué cosas tienen?	
toca_nohayen_barco	Hombre	¿Qué cosas no podemos encontrar en un barco pirata? Tocá las cosas que no corresponden.	
toca_i	Hombre	Tocá todo lo que empiece con i.	
memoria_escondida	Mujer	¿Tenés buena memoria? Escuchá la palabra y encontrá dónde está escondida.	
laberinto_piratas	Mujer	Llevá al Capitán Pirata hasta el tesoro.	
piratasCantores2_7	Hombre	¿A qué se dedican los piratas? ¿Cómo consiguen, habitualmente, sus tesoros?	
elegi_acciones_piratas	Hombre	¿Quien hace estas cosas?	
unir_canario_pirata	Hombre	¿Qué empieza como Canario y qué empieza como Pirata?	
piratasCantores4_9	Hombre	En el cuento, los cofres de los piratas se quedaron vacíos.	
piratasCantores4_10	Hombre	¿Por qué se les acabaron las monedas a los piratas del cuento?	
piratasCantores4_11	Hombre	¿Por qué no podían solucionar ese problema echando al canario?	
elegi_emociones_piratas	Hombre	¿Cómo se sienten los piratas?	
toca_vehiculos	Hombre	Los barcos son vehículos que llevan a personas o cargamentos a través del río o del mar. ¿Qué otros vehículos hay? Tocá todos los vehículos.	
unir_vocales	Hombre	Uni las palabras que empiezan con la misma vocal.	
piratasCantores5_12	Hombre	En el cuento, al capitán pirata se le ocurre cantar por el mundo con su coro de piratas para volver a llenar sus cofres.	
piratasCantores6_13	Hombre	¿Qué tuvieron que hacer los piratas para poder cantar por el mundo? ¿Quién los ayudó?	
piratasCantores1_14	Hombre	¿A la gente le gustaba escuchar al coro de piratas?	
piratasCantores1_15	Hombre	¿Qué pasaba cuando se presentaban a cantar en los puertos del mundo?	
intro_coros	Hombre	Los piratas formaron un coro y se presentaron en muchos puertos con su espectáculo de canciones. ¿Querés saber más sobre el coro?	
coros1_1	Mujer	El coro es un grupo de personas que se juntan a cantar.	
coros2_22	Mujer		
coros2_2	Mujer	Las personas tenemos distintos tipos de voces, algunas son más graves, con sonidos como este:	
coros3_33	Mujer		
coros3_3	Mujer	Otras son más agudas, con sonidos como este:	
coros1_4	Mujer	Cuando las distintas voces se juntan en el coro forman hermosas canciones.	
coros4_5	Mujer	El coro tiene un director que ayuda a que las voces suenen bien juntas.	
coros5_6	Mujer	Algunos coros, además, tienen una orquesta.	
contar_piratas_cantores	Hombre	Las monedas de oro se cayeron del cofre pirata. ¿Cuántas contás?	
rompecabezas_piratas_cantores	Hombre	Los Piratas Cantores enterraron el cofre lleno de monedas en una isla pero el mapa que hicieron se les rompió. ¿Podes resolver el rompecabezas para ver el mapa?	
piratasCantores3_16	Hombre	El canario del capitán también sabía cantar canciones alegres. ¿Te acordás qué pasaba cuando las cantaba?	
piratasCantores7_17	Hombre	¿A vos te gusta cantar? ¿Cuál es la canción que más te gusta?	
piratasCantores7_18	Hombre	¿Te animás a cantársela a tu maestra, tus amigos o tu familia?	
oscarcitoDibujo_1	Hombre	Después de escuchar el cuento, Oscarcito se imaginó que los Piratas Cantores enterraban el cofre lleno de monedas en una isla y hacían un mapa para poder volver a buscarlo. Hizo un dibujo, de la isla y el mapa. Ahora quiere escribir la palabra “isla” y la palabra “mapa”. 	
laberinto_pirata	Hombre	Los piratas solían enterrar sus tesoros para que nadie pudiera sacárselos. Y para encontrarlos, hacían mapas para recordar dónde estaban ocultos. Llevá al pirata hasta el tesoro enterrado.	
baileOso1_1	Mujer	Hace mucho tiempo, un muchacho fue al monte a cazar. En el monte crecen muchas plantas y viven muchos animales. ¿Con quién se encontró el muchacho?	Material de Actividades de cuento 12
baileOso2_4	Mujer	¿Por qué se asustó el muchacho?	
baileOso2_5	Mujer	¿Por qué se asustó el oso hormiguero?	
baileOso8_7	Mujer	¿Qué pasó al final?	
elegi_razon_susto	Mujer	¿Por qué se asustó el muchacho cuando vio al oso? ¿Por qué se asustó el oso cuando vio al muchacho?	
intro_oso_hormiguero	Mujer	En el cuento aparece un oso hormiguero. ¿Querés saber más acerca de los osos hormigueros?	
osoHormiguero_1	Mujer	El oso hormiguero es un animal que vive en los montes, bosques y pastizales. Se lo llama oso hormiguero porque se alimenta de hormigas.	
osoHormiguero_2	Mujer	Su pelo es de color gris. 	
