story_id	memotest	Questions: generic_texts_id	Simon	Falling-Objects	Unir (par 1,2 .. 2,3 ...etc)	loro_time	loro_repeat	memotestAudio	escuchar	repetir con tarjeta	painting	elegir_frase	labyrinth	rompecabezas	completar (type_carpeta_character)	letra	contar	ordenar	loro_multiple: audio (es el estimulo)-bien(lista)-mal(lista)	arrastrar_grupos	objeto_diferente	imagen_palabras	chico_multiple
caperucita_roja_l2:10		empty		mesa	nariz				rima_miel						1_caperucitaQ2_Dany@rima_caperucita_roja_l2_3				estrella			blanco	
				parrilla	flor										2_caperucitaQ2_Mujer@rima_caperucita_roja_l2_3:2				palabra_estrella			puma	
				cuchara	oreja														-			agua:2	
				-	radio														palabra_mano			carne:2	
				banana	boca														mano:2			gato:3	
				naranja	vaso_agua														palabra_mano:2			quirquincho:3	
				manzana	ojos														-:2				
				queso:2	libro														palabra_empanadas:2				
				leche:2															empanadas:3				
				carne:2															palabra_empanadas:3				
				-:2															-:3				
				biblioteca:2															palabra_estrella:3				
				cama:2																			
				silla:2																			
integracion_3		danyFamilia3_9	mama			empanadas	pescado		cancion_Integracion3		raton_paint	gallinaAfuera											
			padre			agua	caracol		rima_palabras_loro:2			chanchoAfuera											
			abuela			ojos	sol					perroAdentro											
												chivitoAdentro											
																							
integracion_3:2		empty			mama		sopa		rima_camino			mama			1_integracion3_Dany@rima_integracion3				mesa	pescado			
					mortero		oreja					abuelo			2_integracion3_Mujer@rima_integracion3:2				palabra_mesa	caracol			
					padre		empanada					abuela							-	-			
					cuchillo		mortero					padre							palabra_soga	loro			
					abuela							frase_pelota:2							soga:2	agua			
					pava							frase_camion2:2							palabra_soga:2				
																			-:2				
																			palabra_mono:2				
																			mono:3				
																			palabra_mono:3				
																			-:3				
																			palabra_mesa:3				
integracion_3:3		letraNQ2_1		carne			sopa		rima_camino		integracion8_paint		abuela		1_integracion3_Dany@rima_camino	_ala					chivo		
		letraNQ2_2:2		manzana			oreja		rima_palabras_loro:2				pava		2_integracion3_Mujer@rima_camino:2	n					puma		
				leche			mortero						bosque			nala					cama:2		
				pan			empanadas									_ogotolec:2					silla:2		
				-												n:2					agua:3		
				perro												nogotolec:2					carne:3		
				avion																	cuchara:4		
				pava																	cuchillo:4		
integracion_3:4		caperucitaRoja6_19	camisa	queso					rima_camino						1_integracion6_Dany@rima_camino	_erma			luna				
		caperucitaRoja5_20:2	pantalon	leche											2_integracion6_Mujer@rima_camino:2	l			palabra_luna				
		caperucitaRoja7_21:3		carne												lerma			-				
				-												_ogotolec:2			palabra_silla				
				medias												n:2			silla:2				
				zapato												nogotolec:2			palabra_silla:2				
																_axaso:3			-:2				
																m:3			palabra_loro:2				
																maxaso:3			loro:3				
																_auaxaic:4			palabra_loro:3				
																s:4			-:3				
																sauaxaic:4			palabra_luna:3				
integracion_3:5		empty		remera			agua		rima_camino		integracion7_paint			ordenarCaperucitaRojaL22		_gua			pantalon		pescado	cuchara	
				buzo			oreja									a,o			pantalon		miel	puma	
				pantalon			sopa									agua			-		pantalon:2	negro:2	
				-			miel									_reja:2			manzana		camisa:2	mosquito:2	
				camion			espalda									o,a:2			banana		pava:3	tarde:3	
				gato			leche									oreja:2			naranja		cuchillo:3	sol:3	
				silla												_opa:3			gato:2		ojo:4		
																s,m:3			gato:2		gato:4		
																sopa:3			-:2				
																_iel:4			pan:2				
																m,s:4			leche:2				
																miel:4			miel:2				
																_spalda:5			manzana:3				
																e,l:5			manzana:3				
																espalda:5			-:3				
																_eche:6			pollera:3				
																l,e:6			pantalon:3				
																leche:6			camisa:3				
																			mortero:4				
																			mortero:4				
																			-:4				
																			ojotas:4				
																			remera:4				
																			muñeca:5				
																			muñeca:5				
																			-:5				
																			pava:5				
																			mortero:5				
																			parrilla:5				
																			pan:6				
																			pan:6				
																			-:6				
																			boca:6				
																			nariz:6				
																			ojos:6				
